NP_001018030.1	iMM904.YCL064C	100.0	360	0	0	1	360	1	360	1.9e-206	716.8
NP_001018030.1	iND750.YCL064C	100.0	360	0	0	1	360	1	360	1.9e-206	716.8
NP_009305.1	iND750.Q0045	100.0	534	0	0	1	534	1	534	1.3e-304	1043.5
NP_009305.1	iMM904.Q0045	100.0	534	0	0	1	534	1	534	1.3e-304	1043.5
NP_009306.1	iND750.Q0045	100.0	324	0	0	1	324	1	324	5.8e-179	626.3
NP_009306.1	iMM904.Q0045	100.0	324	0	0	1	324	1	324	5.8e-179	626.3
NP_009307.2	iND750.Q0045	96.8	249	8	0	1	249	1	249	5.8e-130	463.4
NP_009307.2	iMM904.Q0045	96.8	249	8	0	1	249	1	249	5.8e-130	463.4
NP_009308.2	iND750.Q0045	100.0	81	0	0	1	81	1	81	5.1e-38	157.5
NP_009308.2	iMM904.Q0045	100.0	81	0	0	1	81	1	81	5.1e-38	157.5
NP_009309.1	iND750.Q0045	100.0	68	0	0	1	68	1	68	8.0e-30	131.3
NP_009309.1	iMM904.Q0045	100.0	68	0	0	1	68	1	68	8.0e-30	131.3
NP_009310.1	iND750.Q0045	100.0	56	0	0	1	56	1	56	1.1e-23	110.9
NP_009310.1	iMM904.Q0045	100.0	56	0	0	1	56	1	56	1.1e-23	110.9
NP_009312.1	iND750.Q0080	100.0	48	0	0	1	48	1	48	2.8e-17	85.5
NP_009312.1	iMM904.Q0080	100.0	48	0	0	1	48	1	48	2.8e-17	85.5
NP_009313.1	iMM904.Q0085	100.0	259	0	0	1	259	1	259	4.0e-134	476.1
NP_009313.1	iND750.Q0085	100.0	259	0	0	1	259	1	259	4.0e-134	476.1
NP_009315.1	iMM904.Q0105	100.0	385	0	0	1	385	1	385	1.2e-219	760.8
NP_009315.1	iND750.Q0105	100.0	385	0	0	1	385	1	385	1.2e-219	760.8
NP_009316.1	iMM904.Q0105	99.6	253	1	0	1	253	1	253	3.4e-142	504.2
NP_009316.1	iND750.Q0105	99.6	253	1	0	1	253	1	253	3.4e-142	504.2
NP_009317.1	iMM904.Q0105	97.7	174	4	0	1	174	1	174	1.0e-96	352.8
NP_009317.1	iND750.Q0105	97.7	174	4	0	1	174	1	174	1.0e-96	352.8
NP_009318.1	iMM904.Q0105	94.8	153	7	1	1	153	1	152	2.1e-79	295.0
NP_009318.1	iND750.Q0105	94.8	153	7	1	1	153	1	152	2.1e-79	295.0
NP_009319.1	iND750.Q0130	100.0	76	0	0	1	76	1	76	2.2e-32	136.3
NP_009319.1	iMM904.Q0130	100.0	76	0	0	1	76	1	76	2.2e-32	136.3
NP_009326.1	iMM904.Q0250	100.0	251	0	0	1	251	1	251	3.3e-141	499.6
NP_009326.1	iND750.Q0250	100.0	251	0	0	1	251	1	251	3.3e-141	499.6
NP_009328.1	iND750.Q0275	100.0	269	0	0	1	269	1	269	6.8e-153	538.5
NP_009328.1	iMM904.Q0275	100.0	269	0	0	1	269	1	269	6.8e-153	538.5
NP_009333.1	iND750.YGR065C	41.6	527	301	4	60	579	47	573	3.5e-117	421.0
NP_009333.1	iMM904.YGR065C	41.6	527	301	4	60	579	47	573	3.5e-117	421.0
NP_009339.1	iMM904.YAL062W	100.0	457	0	0	1	457	1	457	1.1e-262	904.0
NP_009339.1	iND750.YAL062W	100.0	457	0	0	1	457	1	457	1.1e-262	904.0
NP_009340.1	iMM904.YAL060W	51.6	382	184	1	1	382	1	381	5.9e-119	426.4
NP_009341.2	iMM904.YAL060W	100.0	382	0	0	1	382	1	382	1.9e-228	790.0
